PROJECT_NAME,PROJECT_URL,PROJECT_HASH,PYPI_TAG,FUNCS_TO_TRACE,TESTS_TO_BE_RUN,NUM_RUNS
uhashring,https://github.com/ultrabug/uhashring,e45d6a7a2556e73c5a2c07f2f07ac76f8c22aca3,,,,180.0
