PROJECT_NAME,PROJECT_URL,PROJECT_HASH,PYPI_TAG,FUNCS_TO_TRACE,TESTS_TO_BE_RUN,NUM_RUNS
trimport,https://github.com/christopherzimmerman/trimport,2fc930f1f954141fba3b16c366d70dbc9bae3a99,,,,180.0
